Start,End,Open,High,Low,Close,Volume,Market Cap
2023-05-20,2023-05-21,23671.99316799169,23895.177975577335,23621.686343907102,23868.47503587685,26678521743.73892,459327953680.1832
2023-05-19,2023-05-20,23613.806643599837,23837.90708116532,23504.77624292368,23653.96230069641,36795414760.22919,458277494104.8494
2023-05-18,2023-05-19,24125.309245221557,24170.37760932534,23318.63923298381,23628.483135680515,36602278490.10868,463194551590.3905
2023-05-17,2023-05-18,23800.929716594917,24171.53095093456,23415.000484227396,24125.687823001685,33129300727.090054,460685185369.69604
2023-05-16,2023-05-17,23910.849334847648,24025.74328904854,23675.55884243241,23793.85119252001,35654896563.96033,461659473214.2678
2023-05-15,2023-05-16,23698.60806634796,24311.208543532048,23554.86296364773,23940.351989294173,32882424550.297947,466019909154.6379
2023-05-14,2023-05-15,23582.402296118256,23891.471434985873,23486.322777176167,23688.553744838577,26094609827.80153,458036640530.36786
2023-05-13,2023-05-14,23590.704594877756,23772.342692128226,23511.749117385527,23585.448526628108,35786708846.81613,457228306838.3669
2023-05-12,2023-05-13,23743.517956032152,23806.546754355848,22850.919591840327,23588.00172561035,38513179211.37517,451709643920.6535
2023-05-11,2023-05-12,24298.354507276617,24298.354507276617,23566.915823670795,23773.170280763847,39326646801.15533,465016213492.2535
2023-05-10,2023-05-11,24325.788190134088,24903.8764603858,23737.32864953382,24321.016349277623,30550598742.67178,472714106389.53033
2023-05-09,2023-05-10,24358.627611526375,24469.999911958657,24102.841094177827,24331.68696019651,30787400154.366848,470513739840.65625
2023-05-08,2023-05-09,25019.57159081905,25195.768732997018,24037.443983694746,24381.28064939296,29594475642.356377,475945103468.40405
2023-05-07,2023-05-08,25398.316649498607,25605.68923166319,25041.64355581381,25041.64355581381,35407051858.390755,492300594389.95355
2023-05-06,2023-05-07,25977.40859107437,26218.756327971616,25046.195293309742,25412.500110051682,35520055736.3827,496215685481.4963
2023-05-05,2023-05-06,25402.340138929245,26099.812471936824,25392.488312511556,25998.31841032549,37873008418.54697,498841695328.4866
2023-05-04,2023-05-05,25551.473371895445,25812.68323604765,25267.152654886737,25374.09647570499,41606425999.33651,493912718844.6995
2023-05-03,2023-05-04,25241.312520359563,25558.38461741634,24810.226882544044,25530.93332629003,36211733788.98642,485942118832.9174
2023-05-02,2023-05-03,24710.669730505448,25370.363522710264,24583.05380206545,25214.671209600034,36572169771.8268,481581861626.9448
2023-05-01,2023-05-02,25699.963903048876,25820.54532808607,24377.292376500005,24725.93609959237,37300089162.987885,484505246346.859
2023-04-30,2023-05-01,25734.91631670233,26311.560708908906,25617.35470977171,25805.393412746627,24077378967.772713,499911122239.7572
2023-04-29,2023-04-30,25803.60617345906,25906.183143604238,25622.55795321483,25722.837044275995,31315994131.142597,499106452661.96985
2023-04-28,2023-04-29,25948.249297870283,26020.240705035085,25488.717501738818,25819.981863483095,47109603848.89244,499793483132.2353
2023-04-27,2023-04-28,25017.168062121975,26299.701539843114,25000.651505947197,25943.38061153518,71677652429.86902,496624934284.0143
2023-04-26,2023-04-27,24913.772307475592,26382.020196684367,24145.928528036766,24983.131278448363,49564702241.22388,491297450411.9357
2023-04-25,2023-04-26,24230.413001945715,24964.88030779254,23971.994048405133,24939.32190556686,34981156157.043015,469038219867.1805
2023-04-24,2023-04-25,24290.369157356297,24622.566757349254,23878.39729536991,24237.07773170281,31603141629.209362,468323041124.57355
2023-04-23,2023-04-24,24492.07187695342,24492.07187695342,24123.47798526188,24289.3478777634,26597454317.443584,469692277334.8871
2023-04-22,2023-04-23,24002.59721965435,24522.366903497885,23927.22502487168,24493.67422941814,42140226710.00441,467105424449.3534
2023-04-21,2023-04-22,24863.183751089513,24959.976404919755,23964.149564635554,24012.836427986585,43332995025.95141,476105456911.35254
2023-04-20,2023-04-21,25364.042154195613,25575.52626713505,24691.247809971566,24886.796439608042,46854819417.56738,488226638110.0043
2023-04-19,2023-04-20,26747.00439326308,26754.831268763814,25257.961138550665,25360.291592932044,42726117135.300354,503624905542.0253
2023-04-18,2023-04-19,25927.51556130759,26794.036079342863,25707.253726349896,26735.136420062863,35078485033.86719,510080335021.3397
2023-04-17,2023-04-18,26683.05562499164,26683.41037119355,25796.527022721933,25896.44577093403,30413874493.467194,505882380384.1647
2023-04-16,2023-04-17,26672.22201082216,26876.53202743304,26560.51093972515,26680.81894367368,20664570044.89507,516202091989.9173
2023-04-15,2023-04-16,26824.267980243527,26867.397145699622,26630.81870949189,26674.617807485145,32420176954.47589,517265526531.9535
2023-04-14,2023-04-15,26747.587755209846,27253.962828944477,26440.27944322654,26833.498322812393,42322583004.10012,520818807710.5643
2023-04-13,2023-04-14,26309.596946726186,26856.00098606306,26289.006013223814,26728.98338659835,37768163431.34292,514437324705.1563
2023-04-12,2023-04-13,26591.815500559067,26791.727195090818,26205.726297069108,26304.480191497943,39101589391.99627,510641018981.0643
2023-04-11,2023-04-12,26114.324590827855,26801.963528439006,26055.363654772285,26614.96280253207,46442807113.34933,512418853734.39136
2023-04-10,2023-04-11,24936.629753728204,26177.367387725277,24829.101890247664,26068.89094318692,28812160880.883,486876167745.64746
2023-04-09,2023-04-10,24597.322398598386,25072.078392012892,24490.12008165725,24934.947659420868,20244184194.198223,476860612926.24866
2023-04-08,2023-04-09,24571.994928818574,24778.837358671717,24528.2885643098,24593.501844466162,20594665247.04891,476485800333.49255
2023-04-07,2023-04-08,24681.353811750003,24737.82344188831,24488.67529759025,24565.522745481278,25000710267.47939,475537911883.74646
2023-04-06,2023-04-07,24804.86208323429,24804.86208323429,24443.688139950522,24668.955565533575,31057253793.26132,476783895433.3782
2023-04-05,2023-04-06,24793.972425450997,25251.186092989272,24557.763661815592,24806.871714957346,32202519639.969597,482591072217.77655
2023-04-04,2023-04-05,24482.33303883514,25008.495021261988,24383.295299472637,24783.357896868372,36119664292.48509,477862765643.04565
2023-04-03,2023-04-04,24801.93092276133,25028.159671781872,24128.594249363887,24441.561386107987,31711839050.36091,476301168595.3388
2023-04-02,2023-04-03,25050.174944281793,25105.820061100694,24545.094600424363,24817.252669853766,22992322073.236702,481185912965.14294
2023-04-01,2023-04-02,25063.50673082909,25346.581618728156,24920.31950203816,25060.80488962448,32185370169.049168,484116903561.2133
2023-03-31,2023-04-01,24676.654189167974,25192.183513377884,24354.92141185431,25062.90257280921,39686593813.041275,479880975275.21277
2023-03-30,2023-03-31,24958.43893892572,25669.66949279382,24453.261491596455,24679.39321857439,40726322677.00468,482931724053.19696
2023-03-29,2023-03-30,24005.944375478728,25167.49962582429,23993.645968146644,24978.00656788428,37401859519.2747,477884759284.1433
2023-03-28,2023-03-29,23886.679520702924,24163.970312458732,23486.74563836429,23999.384326879906,37911689041.10259,459866060072.7386
2023-03-27,2023-03-28,24625.603157924976,24666.20488981626,23505.700412913906,23909.889772237046,30499596068.66051,468692435550.3266
2023-03-26,2023-03-27,24205.735893575624,24774.136954090114,24150.545152003382,24637.127945199052,23869208108.37213,472465442703.39746
2023-03-25,2023-03-26,24168.147541156774,24429.17698951428,23932.864601216734,24180.214116549134,37255562615.297485,467733647943.31494
2023-03-24,2023-03-25,24912.67945026985,24965.252564988234,23868.40777228987,24137.35690586082,42593077676.13894,475579690293.32983
2023-03-23,2023-03-24,24001.613629382642,25196.91670408424,23909.203489958887,24931.740313251106,52679587701.99375,472183352777.1401
2023-03-22,2023-03-23,24760.58244099669,25273.712879568247,23523.074755905374,24012.22726992596,54921393105.188866,476633909972.72534
2023-03-21,2023-03-22,24408.416400341604,25003.537237086537,24074.382698115038,24756.829112366184,66694066147.22274,474968609964.99976
2023-03-20,2023-03-21,24616.81457612495,25031.52469999912,23919.06796802361,24376.952272787305,71453761862.25052,473605528903.2075
2023-03-19,2023-03-20,23683.888170048165,24942.14638899651,23638.275710273545,24573.93447963164,52781997781.74943,466373590862.51794
2023-03-18,2023-03-19,24113.437750367575,24330.80927603603,23612.80914953115,23675.750745374982,76757484842.70436,464814597562.4822
2023-03-17,2023-03-18,22009.16114207232,24396.27109690711,21921.64038632542,24044.246586196878,74054539983.38954,447028314304.4
2023-03-16,2023-03-17,21382.337337619712,22104.59954394584,21290.45614220438,22020.18083692102,81518843434.22475,419195822718.1983
2023-03-15,2023-03-16,21741.366313620878,22034.09585941558,21103.771871958463,21373.50298233769,85937568532.06711,418272434426.27576
2023-03-14,2023-03-15,21226.953153200746,23123.150119296024,21141.476298983023,21741.541515895868,83169799179.77708,421258633424.11163
2023-03-13,2023-03-14,19365.885582965453,21431.706014885873,19217.835078509528,21185.883844353382,71967897149.91635,390465377832.16754
2023-03-12,2023-03-13,18006.41187501651,19327.538282987847,17862.282295766094,19327.538282987847,38976688115.4946,350299882390.5809
2023-03-11,2023-03-12,17742.91483740217,18165.802276749164,17437.48914890433,18044.017854784608,57714238691.82302,343777181524.8877
2023-03-10,2023-03-11,17934.027891497848,17934.027891497848,17253.347596031097,17726.015181430874,63255284328.53951,339446115666.1145
2023-03-09,2023-03-10,19108.494602295654,19195.45303441425,17798.921317450677,17921.573122738442,39828650391.85301,364244100270.77386
2023-03-08,2023-03-09,19543.117191833288,19613.21773504838,19070.178812167353,19098.76004968101,41529480864.405365,374935481318.8341
2023-03-07,2023-03-08,19723.392056909925,19810.32994510888,19358.991104612676,19540.789026526858,30980249574.907043,378346551834.6299
2023-03-06,2023-03-07,19746.492168722434,19883.717369676804,19662.481797452085,19729.620277682403,23981191044.434467,379263124190.24915
2023-03-05,2023-03-06,19674.626235953507,19905.608029399256,19602.661491476218,19752.069940043846,21816197668.078262,379305646753.42096
2023-03-04,2023-03-05,19681.54829507937,19719.21696028455,19535.346574751504,19667.589348354864,27400161130.212814,377800267343.8355
2023-03-03,2023-03-04,20660.376552829213,20660.376552829213,19537.092522648636,19662.948418215325,43532712356.21137,379281359917.18665
2023-03-02,2023-03-03,20812.077863764825,20900.32997895812,20456.388279936262,20659.138163281477,36596145293.260826,396377333913.7873
2023-03-01,2023-03-02,20361.18354717729,21013.699233159896,20290.34089844126,20830.05388130266,38371463209.96785,399147273439.63617
2023-02-28,2023-03-01,20685.525403620784,20759.553366260796,20307.389643474464,20371.954248539718,37526166083.9308,395490695061.9871
2023-02-27,2023-02-28,20739.24381289454,21021.47724571459,20403.52004032026,20696.992242819484,33311851214.041225,396733506349.3921
2023-02-26,2023-02-27,20394.67200197213,20828.01142885958,20309.530035304582,20717.18804750711,27084924813.67028,393515612741.2198
2023-02-25,2023-02-26,20417.171055527677,20426.039372089137,20098.4201861194,20399.191076129355,38602331483.17056,389930595803.2417
2023-02-24,2023-02-25,21075.622056117554,21222.564732398336,20213.91599915546,20423.61665037902,46433799486.816795,399820216124.87146
2023-02-23,2023-02-24,21296.865904228627,21642.93908820758,20843.348212320507,21085.111768486484,51893778176.11595,408195251571.0755
2023-02-22,2023-02-23,21528.973261843767,21540.35559898929,20787.659596946727,21299.825237931735,60469343557.085526,406328143309.47797
2023-02-21,2023-02-22,21869.814676779886,22097.959025558404,21284.3322504248,21505.13008108608,50113887831.805824,417804781543.56604
2023-02-20,2023-02-21,21390.036008909785,22055.91287663794,21048.470424220603,21831.80748879674,50744906105.86287,417182688253.78845
2023-02-19,2023-02-20,21686.841604817622,22112.27701433833,21414.805824815336,21422.467710837012,34497650437.90787,416902687188.9453
2023-02-18,2023-02-19,21629.08516239226,21848.346253694923,21533.984134949773,21696.94135566062,67931837505.41699,416390804377.7645
2023-02-17,2023-02-18,20733.699937490648,21991.646901384895,20725.206060766137,21621.471082820495,80096829238.33476,406305898099.023
2023-02-16,2023-02-17,21421.38135948529,22176.11482352113,20717.651761267094,20717.651761267094,76028607792.83286,416386315233.5043
2023-02-15,2023-02-16,19547.517058010442,21415.585101895053,19420.21362144631,21415.585101895053,65557271357.12236,384112862044.59546
2023-02-14,2023-02-15,19169.706886091208,19601.097865601445,19027.445063106745,19545.20535643538,60489824293.34594,370458563684.5219
2023-02-13,2023-02-14,19179.759647130293,19267.053256209118,18871.8729827273,19202.68921047974,54211198801.07254,366771115465.38574
2023-02-12,2023-02-13,19249.787644277756,19445.857087529603,19084.509712380233,19152.296758077904,42385051816.24402,369848619178.80035
2023-02-11,2023-02-12,19048.20580544624,19271.590731007283,19024.96324273879,19250.92249720469,60979405414.15138,367128366356.34106
2023-02-10,2023-02-11,19182.913387990153,19310.193867039965,18918.734757842285,19059.440761381546,86418304110.06342,368347999514.72815
2023-02-09,2023-02-10,20215.911095850613,20235.447646214663,19153.053367001015,19192.29295567756,75239854715.34766,381273862168.0319
2023-02-08,2023-02-09,20471.25837493287,20578.362078832222,20002.239771796838,20204.795788102092,68866132663.43654,390800414291.87976
2023-02-07,2023-02-08,20035.015803421287,20533.54058265762,20035.015803421287,20479.48953628624,64439684977.896736,388848193972.0379
2023-02-06,2023-02-07,20189.076548133846,20377.285159658397,19959.57977866406,20027.173960892036,56812938067.60989,387518883384.2577
2023-02-05,2023-02-06,20535.292869531535,20625.534616174336,20107.726156202956,20195.08614057671,44688909948.378426,392404730197.3052
2023-02-04,2023-02-05,20629.57203102577,20747.236734370465,20498.24619893725,20527.5504256799,60453208973.5651,395693601026.3599
2023-02-03,2023-02-04,20662.40414498649,20853.325585695045,20489.449477474624,20627.875650405433,79991879999.25655,397186013933.75146
2023-02-02,2023-02-03,20882.86019914952,21345.065194615392,20625.882570455087,20676.464611781692,84042423281.26178,402882985494.90594
2023-02-01,2023-02-02,20364.769463740173,20925.160015143116,20096.36847063381,20871.13767024995,61999404164.35559,391906844887.4464
2023-01-31,2023-02-01,20102.75657448738,20446.259563491018,20024.94211281618,20384.388861009134,65773835979.758316,388506867617.8045
2023-01-30,2023-01-31,20909.344708275006,20942.085347279084,19961.602289804767,20086.17416338713,70285286870.9813,393845503290.1666
2023-01-29,2023-01-30,20271.4816477818,21064.912002676458,20231.939991019783,20932.69494554643,53466700859.576996,396460139964.7565
2023-01-28,2023-01-29,20312.422457586086,20408.14951120594,20158.02769780689,20256.05909335024,55273990459.05736,389495729002.0418
2023-01-27,2023-01-28,20265.520456406328,20608.942201697937,19923.781992023454,20294.648671015908,65669458294.13049,389025826611.68445
2023-01-26,2023-01-27,20316.4170123795,20462.32903435862,20152.91513694831,20256.407384907954,83623868150.84808,390267643746.4165
2023-01-25,2023-01-26,19927.148233673994,20881.809249623624,19691.83046758758,20360.197300652388,72744799269.8438,384117711752.10767
2023-01-24,2023-01-25,20177.172904395906,20382.177702649165,19870.16181999067,19910.249280914748,70055927452.3672,388494417589.56934
2023-01-23,2023-01-24,20000.820545328086,20372.467900497788,19957.181092240917,20201.01608515359,64572625748.57153,386241464988.3065
2023-01-22,2023-01-23,20053.926115703936,20295.418328447042,19693.658910224243,20006.473856122837,70183655674.60703,385821640844.49615
2023-01-21,2023-01-22,19956.647825819007,20517.28530282823,19814.95151308384,20030.82098553481,88951565611.05096,387101592619.6832
2023-01-20,2023-01-21,18554.66533840029,19974.252749090978,18418.205893487582,19955.23159275596,56740666707.75263,360407127935.07745
2023-01-19,2023-01-20,18197.789997164433,18627.0127829207,18195.328614317285,18560.927431309003,68657352762.68848,352744511092.5284
2023-01-18,2023-01-19,18609.041737128147,18972.631995985317,18088.947929453374,18212.681844792252,51485572813.6155,357360764717.6194
2023-01-17,2023-01-18,18649.814184700208,18879.324129834364,18453.027691924246,18627.07413339452,45354634154.75908,358576535224.41675
2023-01-16,2023-01-17,18378.4434999978,18849.938018893674,18249.268024110967,18639.275494171172,53385570771.838905,355906067766.5796
2023-01-15,2023-01-16,18445.73052305363,18484.51549081525,18116.915471505417,18361.954158067874,55653036628.52521,351541131138.0992
2023-01-14,2023-01-15,17539.56767986684,18620.389584401066,17539.56767986684,18474.574188038707,92814939124.49731,352179568955.9312
2023-01-13,2023-01-14,16596.680753281744,17587.092173191177,16492.441298433747,17532.31511276283,72025203421.09099,322693049337.92865
2023-01-12,2023-01-13,15797.813867928571,16753.083383957106,15780.971348986224,16603.42181488427,64064702965.91724,310299235733.6799
2023-01-11,2023-01-12,15354.186058439327,15794.055888434514,15260.793308529328,15794.055888434514,38573027395.53161,295312732061.302
2023-01-10,2023-01-11,15124.748275600083,15396.541295792507,15107.287005978007,15350.670123097383,39702602455.96221,292482790358.4664
2023-01-09,2023-01-10,15067.467042614933,15310.735701899952,15067.467042614933,15138.514332748231,35543033249.69406,291618974132.7453
2023-01-08,2023-01-09,14917.51554626762,15029.163265168514,14895.871061998501,15029.163265168514,19171962320.652447,286693207483.90546
2023-01-07,2023-01-08,14924.027648667123,14944.491253092454,14887.568363568911,14918.200434924242,30203802038.450592,286541536956.2488
2023-01-06,2023-01-07,14818.343590149936,14971.868222519943,14709.816636882206,14926.50490529431,30777557239.29736,284726799678.17206
2023-01-05,2023-01-06,14836.844234058593,14858.84912354842,14774.627188927923,14816.342586478611,34300957648.00484,284767408236.67706
2023-01-04,2023-01-05,14680.461600767721,14943.592959247419,14666.309170060815,14841.378295556884,34674346927.11253,284713591023.36285
2023-01-03,2023-01-04,14679.792527689058,14758.764332738443,14629.506511623187,14681.694476510456,26102786070.294167,282363884113.50854
2023-01-02,2023-01-03,14630.054142251183,14754.430951681778,14579.726483621926,14683.051111112043,21886784819.715786,282353839676.1603
2023-01-01,2023-01-02,14559.796976660242,14633.497178274918,14533.328579100746,14621.087186672692,20697449792.858284,280118415694.3652
