name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Amsterdam,Netherlands",2024-03-05,8.2,2.9,6,8.1,1,5.1,5.2,94.6,0.466,100,33.33,rain,0,0,27.8,7.4,77.8,1014.2,91.2,8.8,21.5,1.9,1,,2024-03-05T07:16:45,2024-03-05T18:27:44,0.83,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,D3248,06348099999,06249099999,C0449,06240099999,06269099999,06257099999,06344099999"
"Amsterdam,Netherlands",2024-03-06,11.3,5.4,7.5,11.3,3.4,6.4,5.4,87.9,0.426,100,8.33,rain,0,0,23.4,13.9,108.3,1022.1,53.8,11.7,96.5,8.5,5,,2024-03-06T07:14:29,2024-03-06T18:29:32,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"06260099999,D3248,06348099999,06249099999,C0449,06240099999,06269099999,06257099999,06344099999"
"Amsterdam,Netherlands",2024-03-07,8.9,3.2,5.6,5.5,-0.3,2.3,2.9,83.5,0,0,0,,0,0,39.5,27.8,75.9,1023.6,27,13.2,117.4,10.1,5,,2024-03-07T07:12:12,2024-03-07T18:31:20,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,C0449,06257099999,EHAM,D3248,EHRD,06348099999,06249099999,06240099999,EHLE,EHKD,06269099999,06344099999"
"Amsterdam,Netherlands",2024-03-08,9.7,1.8,5.5,6,-3.2,1.3,0.3,70.1,0,0,0,,0,0,47.2,33.1,90.1,1012.6,2.6,17.7,118.2,10.3,5,,2024-03-08T07:09:55,2024-03-08T18:33:08,0.94,Clear,Clear conditions throughout the day.,clear-day,"06260099999,D3248,06348099999,06249099999,C0449,06240099999,06269099999,06257099999,06344099999"
"Amsterdam,Netherlands",2024-03-09,12.5,3.6,7.9,12.5,-0.4,5.6,2.7,70.3,0,0,0,,0,0,36.3,26,97.8,1001.4,78.8,18.6,89.4,7.7,5,,2024-03-09T07:07:37,2024-03-09T18:34:56,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,D3248,06348099999,06249099999,C0449,06240099999,06269099999,06257099999,06344099999"
"Amsterdam,Netherlands",2024-03-10,11.3,6.2,8.7,11.3,2.5,6.5,4.2,73.5,0,0,0,,0,0,38.8,27.3,71.8,997.1,99.7,18.2,59.8,5.3,3,,2024-03-10T07:05:19,2024-03-10T18:36:44,0,Overcast,Cloudy skies throughout the day.,cloudy,"06260099999,D3248,06348099999,06249099999,C0449,06240099999,06269099999,06257099999,06344099999"
"Amsterdam,Netherlands",2024-03-11,8.3,6.7,7.1,7.2,4.1,5.5,6.1,93.3,3.569,100,58.33,rain,0,0,28.9,13.9,18.7,1002.1,99,5.9,18.2,1.6,1,,2024-03-11T07:03:01,2024-03-11T18:38:31,0.04,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,D3248,06348099999,06249099999,C0449,06240099999,06269099999,06257099999,06344099999"
"Amsterdam,Netherlands",2024-03-12,10.7,7,8.4,10.7,4,6.3,6.8,90.4,1.414,100,33.33,rain,0,0,31.6,21.5,215.3,1011.9,97.7,6.9,41,3.5,2,,2024-03-12T07:00:42,2024-03-12T18:40:18,0.07,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,06356099999,C0449,06257099999,EHAM,D3248,06348099999,06249099999,06240099999,06330099999,EHLE,06269099999,06344099999"
"Amsterdam,Netherlands",2024-03-13,12.2,8.8,10.9,12.2,6.6,10.7,9.3,90.2,1.099,100,37.5,rain,0,0,51.2,32.5,225.8,1013.3,99.6,21.2,27,2.2,1,,2024-03-13T06:58:23,2024-03-13T18:42:04,0.1,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"06260099999,D3248,06348099999,06249099999,C0449,06240099999,06269099999,06257099999,06344099999"
"Amsterdam,Netherlands",2024-03-14,16.5,8.3,12.5,16.5,6,12,8.6,78.1,0.005,100,4.17,rain,0,0,41.3,27.7,194.2,1010.4,94.5,32.4,116.8,10.2,5,,2024-03-14T06:56:03,2024-03-14T18:43:51,0.14,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"06260099999,D3248,06348099999,06249099999,C0449,06240099999,06269099999,06257099999,06344099999"
"Amsterdam,Netherlands",2024-03-15,14.2,10.5,12.5,14.2,10.5,12.5,9.8,83.9,0.701,100,25,rain,0,0,57.7,41.3,222.4,1006.2,90.3,21.7,56.8,4.8,2,,2024-03-15T06:53:43,2024-03-15T18:45:37,0.17,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"06260099999,D3248,06348099999,06249099999,C0449,06240099999,06269099999,06257099999,06344099999"
"Amsterdam,Netherlands",2024-03-16,11,3.2,7.8,11,1.4,5.8,4.4,79.7,0.87,100,25,rain,0,0,41.1,27.2,296.5,1018.3,99.1,29.7,55.3,4.7,2,,2024-03-16T06:51:23,2024-03-16T18:47:23,0.2,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"06260099999,D3248,06348099999,06249099999,C0449,06240099999,06269099999,06257099999,06344099999"
"Amsterdam,Netherlands",2024-03-17,12.8,4.6,9.3,12.8,2.9,8.1,6.6,83.4,2.806,100,25,rain,0,0,35.1,24.2,142.9,1019.3,99.7,26.2,64.8,5.4,3,,2024-03-17T06:49:03,2024-03-17T18:49:09,0.25,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"06260099999,D3248,06348099999,06249099999,C0449,06240099999,06269099999,06235099999,06257099999,06344099999"
"Amsterdam,Netherlands",2024-03-18,13.3,7.2,10.7,13.3,6,10.4,8.4,86.6,0.944,100,12.5,rain,0,0,28.1,19.2,236.5,1015.6,87.9,15.5,129.7,11.2,6,,2024-03-18T06:46:43,2024-03-18T18:50:55,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"06260099999,D3248,06348099999,06249099999,C0449,06240099999,06269099999,06257099999,06344099999"
"Amsterdam,Netherlands",2024-03-19,15.2,7.9,11.4,15.2,6,11,8.2,81.6,0,0,0,,0,0,38.1,27.7,211.3,1017.5,94.3,28.8,91.5,8,6,,2024-03-19T06:44:22,2024-03-19T18:52:41,0.3,Overcast,Cloudy skies throughout the day.,cloudy,"06260099999,C0449,06257099999,EHAM,D3248,EHRD,06348099999,06249099999,06240099999,EHLE,EHKD,06269099999,06344099999"
"Amsterdam,Netherlands",2024-03-20,15,8,11.2,15,6.8,10.9,8.8,85.7,0.021,100,8.33,rain,0,0,17.8,9.9,236.3,1019,99.7,21.7,76.6,6.7,3,,2024-03-20T06:42:01,2024-03-20T18:54:26,0.34,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"06260099999,D3248,06348099999,06249099999,C0449,06240099999,06269099999,06235099999,06257099999,06344099999"
"Amsterdam,Netherlands",2024-03-21,10.5,7.5,8.9,10.5,4.5,7.1,7.1,88.3,0.014,100,4.17,rain,0,0,29.2,20.9,267.2,1023.4,97.9,24.7,48,4,2,,2024-03-21T06:39:41,2024-03-21T18:56:12,0.37,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"06260099999,D3248,06348099999,06249099999,C0449,06240099999,06269099999,06235099999,06257099999,06344099999"
"Amsterdam,Netherlands",2024-03-22,10.8,7.6,9.7,10.8,6.2,8.7,7.9,88.8,0.634,100,37.5,rain,0,0,41.6,27.1,254.5,1016.2,100,10.5,27.6,2.4,1,,2024-03-22T06:37:20,2024-03-22T18:57:57,0.41,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,D3248,06348099999,06249099999,C0449,06240099999,06269099999,06257099999,06344099999"
"Amsterdam,Netherlands",2024-03-23,8.4,5,6.9,5.9,2.1,3.2,3.1,77.2,2.822,100,54.17,rain,0,0,56.3,40.9,259,1008.1,64,26.7,65.5,5.7,5,,2024-03-23T06:34:59,2024-03-23T18:59:42,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06348099999,06249099999,C0449,06240099999,06269099999,06257099999,06344099999"
"Amsterdam,Netherlands",2024-03-24,8.1,5.3,6.9,3.9,1.1,2.6,4.5,84.8,7.443,100,91.67,rain,0,0,63,41.3,281.8,1004,93.2,15.7,55.7,4.9,3,,2024-03-24T06:32:38,2024-03-24T19:01:27,0.47,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06348099999,06249099999,C0449,06240099999,06269099999,06257099999,06344099999"
"Amsterdam,Netherlands",2024-03-25,11.4,2.8,7.4,11.4,-0.1,5.8,2.5,73.1,0.855,100,8.33,rain,0,0,28.2,20.2,150.4,1004.7,69.7,26.1,132,11.4,6,,2024-03-25T06:30:18,2024-03-25T19:03:12,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"06260099999,D3248,06348099999,06249099999,C0449,06240099999,06269099999,06257099999,06344099999"
"Amsterdam,Netherlands",2024-03-26,11,4.8,8.3,11,1.1,6.2,3.2,70.2,0.1,100,4.17,rain,0,0,36,21.6,119.1,991.7,96.9,29.6,96.5,8.3,3,,2024-03-26T06:27:57,2024-03-26T19:04:56,0.54,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"06260099999,06356099999,C0449,06257099999,EHAM,D3248,EHRD,06348099999,06249099999,06240099999,EHLE,EHKD,06275099999,06269099999,06344099999"
"Amsterdam,Netherlands",2024-03-27,12.3,7.1,10,12.3,4.6,9,6,76.7,0.014,100,8.33,rain,0,0,37.4,23.2,175.6,985.5,86.8,24.3,84.4,7.2,4,,2024-03-27T06:25:36,2024-03-27T19:06:41,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"06356099999,06260099999,C0449,EHAM,06257099999,D3248,EHRD,06348099999,06249099999,06240099999,EHLE,EHKD,06269099999,06344099999"
"Amsterdam,Netherlands",2024-03-28,11.8,7,8.8,11.8,3.4,6.8,4.4,74.5,1.6,100,33.33,rain,0,0,63,40.9,178.9,984.6,76.3,10,84.5,7.3,7,,2024-03-28T06:23:16,2024-03-28T19:08:26,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D3248,EHRD,C0449,EHLE,EHKD,EHAM"
"Amsterdam,Netherlands",2024-03-29,13.9,8,10.7,13.9,4.5,9.1,5.5,70.6,2.4,100,41.67,rain,0,0,51.8,29.8,186,991.4,59.5,10,117.6,10,4,,2024-03-29T06:20:56,2024-03-29T19:10:10,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D3248,EHRD,C0449,EHLE,EHKD,EHAM"
"Amsterdam,Netherlands",2024-03-30,11.8,5,9,11.8,3.3,7.8,7.9,93.3,4.8,100,50,rain,0,0,25.6,22.6,200.1,996.3,78,8.8,27.3,2.3,1,,2024-03-30T06:18:35,2024-03-30T19:11:55,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D3248,EHRD,C0449,EHLE,EHKD,EHAM"
"Amsterdam,Netherlands",2024-03-31,14.9,3.8,9.3,14.9,1.4,8,7.9,91.9,5.8,100,54.17,rain,0,0,38.5,21.9,82.6,996.8,69.4,8.5,69.3,5.7,5,,2024-03-31T07:16:16,2024-03-31T20:13:39,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D3248,EHRD,C0449,EHLE,EHKD,EHAM"
"Amsterdam,Netherlands",2024-04-01,12.8,7.1,10.1,12.8,5.6,9.3,7.7,86.1,0.1,100,4.17,rain,0,0,40.3,30.6,218.9,994.9,50.9,14.7,64,5.8,3,,2024-04-01T07:13:56,2024-04-01T20:15:24,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"D3248,06260099999,EHRD,06348099999,06249099999,C0449,06240099999,EHLE,EHKD,EHAM,06257099999"
"Amsterdam,Netherlands",2024-04-02,12,7.5,9.7,12,4.6,8.3,7.5,86.3,1.6,100,33.33,rain,0,0,55.4,29.3,218.6,1003.4,48.4,18.4,90.5,7.8,5,,2024-04-02T07:11:37,2024-04-02T20:17:08,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"06260099999,06356099999,C0449,06257099999,EHAM,D3248,EHRD,06348099999,06249099999,06240099999,EHLE,EHKD,06269099999,06344099999"
"Amsterdam,Netherlands",2024-04-03,13.6,9.3,10.9,13.6,7.3,10.1,9.2,89.2,3.521,100,62.5,rain,0,0,62.8,37.6,202.4,1003.4,99.1,21.8,53.3,4.6,3,,2024-04-03T07:09:18,2024-04-03T20:18:52,0.82,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06348099999,06249099999,C0449,06240099999,06269099999,06257099999,06344099999"
"Amsterdam,Netherlands",2024-04-04,13.9,9.1,11.5,13.9,6.2,11,9.1,85.4,4.072,100,45.83,rain,0,0,70.6,47.5,227.4,1004.1,98.1,15.7,111.5,9.5,7,,2024-04-04T07:06:59,2024-04-04T20:20:37,0.85,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06348099999,06249099999,C0449,06240099999,06269099999,06257099999,06344099999"
"Amsterdam,Netherlands",2024-04-05,16.2,11.2,13.2,16.2,11.2,13.2,10.3,83.4,2.471,100,33.33,rain,0,0,66.6,46.8,213.1,1007.4,89.7,20.9,104.5,9.1,6,,2024-04-05T07:04:41,2024-04-05T20:22:21,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06348099999,06249099999,C0449,06240099999,06269099999,06257099999,06344099999"
"Amsterdam,Netherlands",2024-04-06,23.2,11.3,16.8,23.2,11.3,16.8,10.9,70.7,0.495,100,4.17,rain,0,0,54.6,34.1,174.1,1008.4,97.1,34,143.6,12.5,6,,2024-04-06T07:02:23,2024-04-06T20:24:05,0.92,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"06260099999,D3248,06348099999,06249099999,C0449,06240099999,06269099999,06257099999,06344099999"
"Amsterdam,Netherlands",2024-04-07,18.4,13.1,15.5,18.4,13.1,15.5,9.3,67.2,0.556,100,20.83,rain,0,0,53.1,37.6,221.2,1011.2,79.3,35.4,183.9,15.9,8,,2024-04-07T07:00:05,2024-04-07T20:25:50,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06260099999,D3248,06348099999,06249099999,C0449,06240099999,06269099999,06257099999,06344099999"
"Amsterdam,Netherlands",2024-04-08,18.5,10.8,14.6,18.5,10.8,14.6,10.9,79.2,0.068,100,20.83,rain,0,0,25,17.2,140.9,1008.3,89.5,30,113.5,9.6,5,,2024-04-08T06:57:48,2024-04-08T20:27:34,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"06260099999,D3248,06348099999,06249099999,C0449,06240099999,06269099999,06257099999,06344099999"
"Amsterdam,Netherlands",2024-04-09,15.8,10.3,11.8,15.8,10.3,11.8,8.1,78.2,4.532,100,41.67,rain,0,0,69.8,48,216.7,1007.4,99.9,30.2,54.2,4.8,2,,2024-04-09T06:55:32,2024-04-09T20:29:18,0.02,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06348099999,06249099999,C0449,06240099999,06257099999"
"Amsterdam,Netherlands",2024-04-10,14.1,8.3,11.2,14.1,5.9,10.2,5,67.3,0.447,100,25,rain,0,0,61.9,36.1,250,1025.2,76.9,29.4,173.5,15,7,,2024-04-10T06:53:16,2024-04-10T20:31:02,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"06260099999,D3248,06348099999,06249099999,C0449,06240099999,06269099999,06257099999,06344099999"
"Amsterdam,Netherlands",2024-04-11,14.4,11.9,13,14.4,11.9,13,10.3,84.5,0.15,100,20.83,rain,0,0,48.9,33.3,221.4,1029.3,100,25.7,46.4,4,3,,2024-04-11T06:51:00,2024-04-11T20:32:47,0.09,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"06260099999,D3248,06348099999,06249099999,C0449,06240099999,06269099999,06257099999,06344099999"
"Amsterdam,Netherlands",2024-04-12,17.3,12.9,14.9,17.3,12.9,14.9,11,78.4,0.023,100,4.17,rain,0,0,55.2,35.3,230.2,1029.1,100,26.6,150.5,12.9,6,,2024-04-12T06:48:45,2024-04-12T20:34:31,0.12,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"06260099999,D3248,06348099999,06249099999,C0449,06240099999,06269099999,06257099999,06344099999"
"Amsterdam,Netherlands",2024-04-13,20.9,11.5,16.3,20.9,11.5,16.3,11,71.6,0,0,0,,0,0,53.2,35,230.4,1022.7,99.9,38.9,181.3,15.7,6,,2024-04-13T06:46:31,2024-04-13T20:36:15,0.15,Overcast,Cloudy skies throughout the day.,cloudy,"06260099999,D3248,06348099999,06249099999,C0449,06240099999,06269099999,06257099999,06344099999"
"Amsterdam,Netherlands",2024-04-14,13.7,8.8,11.3,13.7,7.8,11.1,5,65.5,0,0,0,,0,0,53.1,27.5,279.6,1021.2,99.8,31.5,190.3,16.8,7,,2024-04-14T06:44:17,2024-04-14T20:37:59,0.19,Overcast,Cloudy skies throughout the day.,cloudy,"06260099999,D3248,06348099999,06249099999,C0449,06240099999,06269099999,06257099999,06344099999"
"Amsterdam,Netherlands",2024-04-15,10.2,5.1,8.3,10.2,0.4,5.2,4.9,79.2,7.703,100,50,rain,0,0,87,45.7,238,1006.1,93.5,26.6,65.5,5.7,4,,2024-04-15T06:42:05,2024-04-15T20:39:44,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,D3248,06348099999,06249099999,C0449,06240099999,06269099999,06257099999,06344099999"
"Amsterdam,Netherlands",2024-04-16,10.6,5.6,8.4,10.6,0,4.9,5.1,80.2,11.676,100,58.33,rain,0,0,66.1,44,303.1,1003.4,86.1,21.8,91.6,7.9,4,,2024-04-16T06:39:53,2024-04-16T20:41:28,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06348099999,06249099999,C0449,06240099999,06269099999,06257099999,06344099999"
"Amsterdam,Netherlands",2024-04-17,8.6,4,6.1,7.8,0.3,4.2,3.2,82,10.732,100,62.5,rain,0,0,39.2,23,317.8,1011.9,70.5,32.3,116,10.1,5,,2024-04-17T06:37:41,2024-04-17T20:43:12,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999,06344099999"
"Amsterdam,Netherlands",2024-04-18,10.3,1.8,6.9,10.3,-1,4.8,2.9,77.7,0.122,100,16.67,rain,0,0,34.7,23.7,295.4,1018.5,65,34.9,151.2,13.1,6,,2024-04-18T06:35:31,2024-04-18T20:44:56,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"06260099999,D3248,06348099999,06249099999,C0449,06240099999,06269099999,06257099999,06344099999"
"Amsterdam,Netherlands",2024-04-19,10.3,6.7,8.6,10.3,2.4,4.9,6.4,86,9.469,100,95.83,rain,0,0,66.4,44.9,302,1010.9,98.5,14.6,114.1,9.7,8,,2024-04-19T06:33:21,2024-04-19T20:46:40,0.35,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"D3248,06260099999,06348099999,06249099999,06240099999,C0449,06269099999,06257099999,06344099999"
"Amsterdam,Netherlands",2024-04-20,9.7,5.9,7.4,6.1,1.8,3.8,3.5,76.1,2.218,100,54.17,rain,0,0,58.2,34.2,334.4,1021.1,91.6,24.4,172,14.9,8,,2024-04-20T06:31:12,2024-04-20T20:48:24,0.38,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06348099999,06249099999,C0449,06240099999,06269099999,06257099999,06344099999"
"Amsterdam,Netherlands",2024-04-21,10.5,3.2,6.8,10.5,-1.6,3.6,2,72.1,1.675,100,20.83,rain,0,0,54.3,26.2,19.7,1025.1,48.6,34.8,234.3,20.3,8,,2024-04-21T06:29:04,2024-04-21T20:50:08,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06260099999,D3248,06348099999,06249099999,C0449,06240099999,06269099999,06257099999,06344099999"
"Amsterdam,Netherlands",2024-04-22,9.8,1.9,6,7.1,-0.9,3.5,0.2,68.6,0.269,100,12.5,rain,0,0,36.4,24.5,18.9,1025.9,75.8,38.5,195.3,16.8,8,,2024-04-22T06:26:57,2024-04-22T20:51:52,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"06260099999,D3248,06348099999,06249099999,C0449,06240099999,06269099999,06257099999,06344099999"
"Amsterdam,Netherlands",2024-04-23,9.5,-0.3,5.4,9.3,-1.4,3.5,0.1,70.6,1.639,100,20.83,rain,0,0,39.1,29.7,304.8,1020.5,68.7,36.9,172.4,14.9,8,,2024-04-23T06:24:52,2024-04-23T20:53:35,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06260099999,D3248,06348099999,06249099999,C0449,06240099999,06269099999,06257099999,06344099999"
"Amsterdam,Netherlands",2024-04-24,9.4,4.6,6.4,5.5,0.8,2.9,2.9,78.6,2.51,100,70.83,rain,0,0,56.1,34.2,323.9,1010.6,86,31,117.7,10.2,7,,2024-04-24T06:22:47,2024-04-24T20:55:19,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06348099999,06249099999,C0449,06240099999,06269099999,06257099999,06344099999"
"Amsterdam,Netherlands",2024-04-25,9.8,3.6,6.2,7,1.6,3.6,2.9,80.1,5.41,100,54.17,rain,0,0,41.3,29.3,225.5,1004.9,91.7,29.7,83.8,7.3,3,,2024-04-25T06:20:43,2024-04-25T20:57:02,0.55,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06348099999,06249099999,C0449,06240099999,06269099999,06257099999,06344099999"
"Amsterdam,Netherlands",2024-04-26,11,4.3,7.8,11,1.3,6.1,3.6,75.5,1.107,100,33.33,rain,0,0,31,20.1,256.5,1003.2,87.7,34.3,176,15.2,7,,2024-04-26T06:18:40,2024-04-26T20:58:46,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06348099999,06249099999,C0449,06240099999,06269099999,06257099999,06344099999"
"Amsterdam,Netherlands",2024-04-27,15,5.7,10.6,15,4.4,9.8,8,85,2.916,100,37.5,rain,0,0,31,19.2,109.8,1005,99.3,29.7,103,8.9,4,,2024-04-27T06:16:39,2024-04-27T21:00:29,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06348099999,06249099999,C0449,06240099999,06269099999,06257099999,06344099999"
"Amsterdam,Netherlands",2024-04-28,15.3,7.3,12.8,15.3,4.9,12.6,7.8,72.1,0.788,100,12.5,rain,0,0,69.5,47.2,184.3,1006.3,90.7,41.7,88.7,7.7,4,,2024-04-28T06:14:38,2024-04-28T21:02:12,0.66,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,D3248,06348099999,06249099999,C0449,06240099999,06269099999,06257099999,06344099999"
"Amsterdam,Netherlands",2024-04-29,18.7,5.6,12.4,18.7,2.9,11.6,7.1,72.4,0.023,100,8.33,rain,0,0,39.4,26.4,172.5,1018.1,35.8,33.7,262.1,22.8,9,,2024-04-29T06:12:39,2024-04-29T21:03:54,0.69,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain clearing later.,rain,"06260099999,D3248,06348099999,06249099999,C0449,06240099999,06269099999,06257099999,06344099999"
"Amsterdam,Netherlands",2024-04-30,20.4,11.9,15.7,20.4,11.9,15.7,11.3,76,0,0,0,,0,0,25.9,19.9,138.3,1015.5,91.5,36.7,180.8,15.4,8,,2024-04-30T06:10:42,2024-04-30T21:05:36,0.73,Overcast,Cloudy skies throughout the day.,cloudy,"06260099999,D3248,06348099999,06249099999,C0449,06240099999,06269099999,06257099999,06344099999"
"Amsterdam,Netherlands",2024-05-01,22.3,13.9,18.1,22.3,13.9,18.1,14.6,80.4,0.7,100,8.33,rain,0,0,30.2,19,5.6,1007.3,53.9,10,237.8,20.6,7,,2024-05-01T06:08:45,2024-05-01T21:07:18,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D3248,EHRD,C0449,EHLE,EHKD,EHAM"
"Amsterdam,Netherlands",2024-05-02,24.4,13.1,17.6,24.4,13.1,17.6,13.3,77.1,0.85,100,29.17,rain,0,0,36.3,24.6,37.4,1000.1,75.7,24.9,228.7,19.8,7,,2024-05-02T06:06:50,2024-05-02T21:09:00,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06260099999,D3248,06348099999,06249099999,C0449,06240099999,06269099999,06257099999,06344099999"
"Amsterdam,Netherlands",2024-05-03,13.6,9.3,12,13.6,7.7,11.9,10.7,91.5,3.878,100,58.33,rain,0,0,48,33.5,227.4,1007.2,86.7,15.2,33,2.7,1,,2024-05-03T06:04:56,2024-05-03T21:10:42,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D3248,06260099999,06348099999,06249099999,06240099999,C0449,06269099999,06257099999,06344099999"
"Amsterdam,Netherlands",2024-05-04,16.6,6.9,11.5,16.6,5.1,11,8.5,83,4.036,100,25,rain,0,0,47.5,22.2,148,1013.2,92.1,26.6,158.7,13.9,6,,2024-05-04T06:03:04,2024-05-04T21:12:22,0.87,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"D3248,06260099999,06348099999,06249099999,06240099999,C0449,06269099999,06257099999,06344099999"
"Amsterdam,Netherlands",2024-05-05,15.7,9.3,12.5,15.7,7.3,12.1,8.9,80.5,6.25,100,33.33,rain,0,0,31.2,18,295.4,1009,75.2,33,255.7,22.2,8,,2024-05-05T06:01:14,2024-05-05T21:14:03,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"06260099999,D3248,06348099999,06249099999,C0449,06240099999,06269099999,06257099999,06344099999"
"Amsterdam,Netherlands",2024-05-06,18.1,8.5,13.9,18.1,7.4,13.6,9.3,75.5,0,0,0,,0,0,25.6,17.6,69.7,1008.7,83.8,32.1,165,14.3,7,,2024-05-06T05:59:25,2024-05-06T21:15:43,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,D3248,06348099999,06249099999,C0449,06240099999,06269099999,06257099999,06344099999"
"Amsterdam,Netherlands",2024-05-07,18,10.6,14.1,18,10.6,14.1,9.5,74.8,0,0,0,,0,0,35.2,26.1,7.3,1018.8,71.5,28.5,194.7,16.7,8,,2024-05-07T05:57:37,2024-05-07T21:17:22,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,C0449,06257099999,EHAM,D3248,EHRD,06348099999,06249099999,06240099999,EHLE,EHKD,06269099999,06344099999"
